#{"t_start": 1781107124.3133643, "env_id": "None"}
r,l,t
-262.319726,200,1.115249
-287.822117,200,1.196542
-278.611603,200,1.281659
-244.463498,200,1.365943
-278.868408,200,1.456589
-270.416913,200,1.558912
-258.035971,200,1.65562
-235.67181,200,1.757709
-304.844361,200,1.85522
-262.905543,200,1.958051
-213.6223,200,2.063727
-221.560904,200,2.197167
-262.926801,200,2.298038
-209.783163,200,2.379707
-275.833373,200,2.485518
-231.656836,200,2.606525
-259.186439,200,2.734109
-226.769799,200,2.860532
-251.533634,200,2.988003
-222.831519,200,3.1144
-233.184484,200,3.241368
-229.303482,200,3.366953
-226.500808,200,3.491457
-265.611146,200,3.615895
-250.857419,200,3.721753
-256.687949,200,3.856475
-231.223107,200,3.968929
-293.081929,200,4.086877
-221.306077,200,4.201719
-266.825127,200,4.33158
-203.55549,200,4.45939
-252.204658,200,4.559993
-240.21523,200,4.658588
-249.174564,200,4.763101
-232.193941,200,4.861537
-211.053227,200,4.955339
-218.046362,200,5.096767
-260.398144,200,5.197802
-227.916113,200,5.30885
-229.401154,200,5.401565
-235.61644,200,5.519924
-249.554231,200,5.664413
-272.651281,200,5.805957
-220.33573,200,5.950599
-252.934809,200,6.091775
-203.02246,200,6.242517
-226.839092,200,6.33451
-198.971258,200,6.44016
-268.870911,200,6.596805
-290.511683,200,6.718581
-245.749018,200,6.836363
-215.985939,200,6.954136
-231.854431,200,7.075555
-239.244005,200,7.199548
-234.603281,200,7.309755
-242.652088,200,7.420476
-214.462978,200,7.523149
-253.551619,200,7.611709
-242.153146,200,7.710576
-252.448508,200,7.822212
-234.225496,200,7.985822
-239.850943,200,8.130648
-249.728025,200,8.247605
-234.798331,200,8.344918
-247.746546,200,8.442339
-243.668838,200,8.544977
-246.837822,200,8.655853
-242.345185,200,8.771479
-183.212667,200,8.875496
-223.08815,200,8.98347
-242.97498,200,9.093126
-288.390434,200,9.202043
-205.976357,200,9.315579
-200.278232,200,9.423443
-290.959095,200,9.541157
-259.132297,200,9.657053
-250.365536,200,9.764694
-219.25789,200,9.872498
-209.467802,200,9.990388
-284.037333,200,10.137664
-224.713065,200,10.271491
-211.78398,200,10.403088
-210.805617,200,10.538516
-241.42095,200,10.679109
-239.460478,200,10.794216
-223.568245,200,10.898267
-201.070563,200,11.00913
