#{"t_start": 1781107435.8569946, "env_id": "None"}
r,l,t
-249.247449,200,0.933113
-236.923126,200,1.00859
-286.122569,200,1.092136
-267.892535,200,1.172896
-258.749933,200,1.255191
-239.729527,200,1.337554
-267.617522,200,1.426387
-267.792675,200,1.511483
-293.299181,200,1.610502
-288.087687,200,1.709466
-271.026154,200,2.477646
-279.861855,200,2.568979
-278.287177,200,2.655133
-247.321406,200,2.740839
-212.258033,200,2.822805
-255.957765,200,2.932103
-278.443937,200,3.03494
-231.830375,200,3.139434
-247.028434,200,3.239173
-246.529381,200,3.339158
-286.902469,200,4.471568
-221.768629,200,4.58921
-247.913094,200,4.693984
-222.036063,200,4.781312
-217.189968,200,4.859322
-237.522914,200,4.939006
-256.379583,200,5.031326
-280.2641,200,5.14886
-228.640034,200,5.265218
-202.373289,200,5.382135
-249.382722,200,6.368229
-236.354589,200,6.448817
-239.104169,200,6.539661
-229.241176,200,6.628196
-240.83774,200,6.720914
-236.351607,200,6.814628
-218.053575,200,6.904022
-211.461749,200,6.994613
-183.575376,200,7.086816
-276.9581,200,7.179336
-232.413514,200,8.019568
-210.149864,200,8.131408
-194.092188,200,8.250612
-199.115466,200,8.370955
-213.390139,200,8.486268
-186.410508,200,8.605663
-200.93647,200,8.699471
-223.831483,200,8.787968
-203.964423,200,8.868849
-221.272487,200,8.959788
-230.032983,200,9.050432
-209.937248,200,9.775982
-202.145802,200,9.858547
-193.942082,200,9.949078
-229.425064,200,10.028843
-224.812543,200,10.106407
-240.919164,200,10.193974
-202.107024,200,10.280474
-202.516158,200,10.365273
-202.378935,200,10.452531
-218.402087,200,10.538277
-196.763886,200,11.280182
-221.696753,200,11.367403
-194.230504,200,11.450873
-205.929145,200,11.539633
-228.532156,200,11.63351
-225.166713,200,11.726529
-211.426707,200,11.817652
-237.959829,200,11.902677
-205.113731,200,11.983298
-200.884441,200,12.065059
-217.364821,200,12.912805
-232.630599,200,13.035211
-226.929452,200,13.153921
-185.318455,200,13.272362
-257.884346,200,13.387831
