#{"t_start": 1781107415.296682, "env_id": "None"}
r,l,t
-263.755169,200,1.188179
-274.952665,200,1.300003
-273.239518,200,1.391772
-284.872337,200,1.474679
-281.389317,200,1.56398
-276.378896,200,1.652689
-257.227638,200,1.736378
-241.49432,200,1.823706
-304.712547,200,1.932638
-254.487887,200,2.043252
-204.969408,200,3.218629
-232.768473,200,3.302342
-256.068294,200,3.382146
-219.947647,200,3.472783
-252.466292,200,3.561159
-222.536736,200,3.644676
-258.377407,200,3.72811
-223.483246,200,3.810899
-229.401983,200,3.898242
-231.80535,200,3.987843
-237.986888,200,5.071811
-228.258958,200,5.162662
-218.523193,200,5.257759
-246.933925,200,5.345962
-249.510345,200,5.439536
-238.009144,200,5.555227
-227.000432,200,5.669379
-250.598027,200,5.787278
-207.345591,200,5.903722
-237.032175,200,6.021876
-192.053533,200,7.054607
-228.406194,200,7.152585
-231.488564,200,7.271647
-207.823456,200,7.38719
-227.516066,200,7.498309
-203.135523,200,7.605656
-196.67146,200,7.6987
-244.992114,200,7.812765
-217.70745,200,7.923798
-221.712363,200,8.034388
-226.973515,200,9.009527
-215.69433,200,9.129987
-235.753377,200,9.224644
-212.061275,200,9.335591
-244.129943,200,9.4545
-210.024707,200,9.574737
-200.544541,200,9.675813
-186.814128,200,9.773003
-224.29905,200,9.869423
-244.603317,200,9.965195
-219.926446,200,10.060179
-209.366754,200,10.972278
-222.208614,200,11.074945
-207.395937,200,11.188186
-191.552064,200,11.299033
-196.401788,200,11.40095
-194.604083,200,11.502237
-211.750507,200,11.602895
-192.104451,200,11.698113
-212.641707,200,11.784129
-215.604074,200,11.891911
-195.065357,200,12.756964
-199.217626,200,12.856876
-180.343276,200,12.951528
-199.252316,200,13.041659
-189.348901,200,13.126473
-209.001604,200,13.217994
-212.977509,200,13.316079
-166.467766,200,13.404516
-181.812382,200,13.504421
-213.129635,200,13.635137
-212.082073,200,14.815885
-196.114696,200,14.935402
-179.402617,200,15.053764
-212.734212,200,15.169978
-189.761023,200,15.288378
-176.387103,200,15.388367
-190.273576,200,15.474199
-184.588292,200,15.560497
-214.15837,200,15.649576
-164.194279,200,15.737651
-163.350156,200,16.523742
-162.310822,200,16.643029
-180.898562,200,16.760363
-196.169183,200,16.877654
-172.248271,200,16.993985
-165.62326,200,17.110564
-191.143886,200,17.22734
-208.604992,200,17.347582
-203.478013,200,17.44226
-179.787388,200,17.526213
-207.490412,200,17.629138
-183.828672,200,18.607559
-171.712517,200,18.699208
-177.078366,200,18.789932
-182.962853,200,18.880784
-175.850073,200,18.959459
-180.176086,200,19.048479
-188.128857,200,19.132818
-179.552314,200,19.213523
-178.997322,200,19.305062
-187.389363,200,19.385883
-171.150798,200,20.140843
-183.742465,200,20.218067
-170.430343,200,20.303574
-170.958235,200,20.39389
-182.595952,200,20.478022
-192.819285,200,20.559886
-198.918514,200,20.643042
-193.768065,200,20.723397
-193.82029,200,20.808941
-170.122634,200,20.896717
-171.68296,200,21.637265
-175.785452,200,21.719945
-166.778272,200,21.800865
-172.571307,200,21.88904
-178.051555,200,21.977783
-174.583977,200,22.067607
-183.338317,200,22.155095
-201.141908,200,22.244302
-173.590441,200,22.331577
-179.343232,200,22.421174
-172.10149,200,23.22549
-168.497297,200,23.316317
-165.1956,200,23.406737
-181.94842,200,23.50189
-181.793398,200,23.593095
-177.809934,200,23.679177
-164.413833,200,23.771451
-166.630664,200,23.867083
-181.609596,200,23.957829
-182.191717,200,24.056509
-172.599894,200,24.174155
-155.619511,200,24.990462
-166.626638,200,25.074531
-174.862909,200,25.164984
-151.601908,200,25.254297
-168.624692,200,25.348098
-171.510662,200,25.464522
-144.923645,200,25.579922
-158.48165,200,25.69635
-162.792221,200,25.808518
-153.794143,200,25.89619
-168.023118,200,26.653771
-164.394887,200,26.734138
-166.383301,200,26.813056
-190.799737,200,26.901354
-169.01222,200,26.985313
-177.84986,200,27.069968
-169.216786,200,27.166
-160.131264,200,27.287744
-168.20196,200,27.410216
-155.527845,200,27.536259
-164.738192,200,28.580336
-150.352046,200,28.698036
-183.740054,200,28.817355
-197.980877,200,28.940195
-175.690333,200,29.063895
-161.089151,200,29.19159
-158.541577,200,29.321233
-153.438751,200,29.445438
-164.478474,200,29.563892
-177.776867,200,29.681421
-194.635531,200,30.834914
-197.532379,200,30.957077
-173.855508,200,31.075487
-173.187858,200,31.194144
-158.005978,200,31.31397
-161.716569,200,31.432316
-166.626408,200,31.55003
-161.892315,200,31.667704
-169.33174,200,31.785776
-149.399386,200,31.905185
-165.816661,200,32.023705
-167.74399,200,33.197335
-159.551103,200,33.309764
-168.516971,200,33.419621
-169.400622,200,33.540587
-169.623606,200,33.655751
-162.025249,200,33.797863
-172.602011,200,33.896219
-183.814919,200,33.983527
-181.668541,200,34.085012
-174.985312,200,34.180171
-194.681956,200,34.988602
-161.825119,200,35.084266
-153.998233,200,35.175545
-161.928367,200,35.258332
-170.742342,200,35.350892
-164.914252,200,35.446974
-157.490757,200,35.527725
-163.474231,200,35.614729
-153.721661,200,35.711789
-152.015214,200,35.797879
-154.443466,200,36.930003
-153.617149,200,37.048651
-173.502381,200,37.1674
-190.934771,200,37.282862
-164.037699,200,37.397937
-173.395574,200,37.514264
-169.162531,200,37.630295
-180.215119,200,37.746761
-159.294309,200,37.863382
-177.125924,200,37.979716
-172.954292,200,38.987174
-158.847898,200,39.097959
-189.179074,200,39.219739
-198.945721,200,39.338665
-158.581888,200,39.456192
-160.746895,200,39.574094
-183.692516,200,39.694532
-168.471856,200,39.815872
-158.424201,200,39.937619
-162.810548,200,40.058585
-171.855899,200,40.180327
-159.155795,200,41.241158
-183.164039,200,41.360644
-157.746359,200,41.478374
-159.931276,200,41.596718
-164.957486,200,41.713414
-153.498832,200,41.822682
-151.341161,200,41.910161
-183.745648,200,41.991651
-154.473802,200,42.072377
-156.993189,200,42.154914
-162.106452,200,42.897908
-196.182974,200,42.986094
-173.654152,200,43.076664
-169.159319,200,43.161156
-185.530691,200,43.246132
-168.957327,200,43.338556
-170.870224,200,43.424149
-170.086618,200,43.518843
-184.998777,200,43.609812
-168.723786,200,43.698116
-152.505193,200,44.515144
-159.967223,200,44.614189
-167.633965,200,44.711121
-159.54329,200,44.809163
-169.512019,200,44.898638
