#{"t_start": 1781107348.4904916, "env_id": "None"}
r,l,t
-233.88538,200,1.161316
-267.604421,200,1.26379
-246.444714,200,1.360338
-245.565816,200,1.464046
-252.153303,200,1.58578
-262.884092,200,1.676141
-282.315556,200,1.765261
-300.257951,200,1.847541
-235.355238,200,1.936604
-228.756854,200,2.021433
-251.093474,200,2.113337
-251.212831,200,2.205479
-219.77996,200,2.301955
-250.341608,200,2.399998
-295.626505,200,2.501525
-245.032682,200,2.594433
-286.900266,200,2.728182
-234.978994,200,2.839174
-300.010966,200,2.934431
-247.590786,200,3.042494
-240.89525,200,3.148507
-272.301627,200,3.275214
-264.191474,200,3.411326
-278.88525,200,3.540137
-262.896433,200,3.651568
-239.044856,200,3.748134
-300.041139,200,3.869964
-294.905833,200,3.996995
-245.430958,200,4.128455
-233.945908,200,4.259948
-289.515854,200,4.396963
-237.682214,200,4.522032
-278.519038,200,4.620814
-218.222918,200,4.718372
-264.577714,200,4.816243
-274.791988,200,4.904632
-296.462221,200,4.998479
-249.496818,200,5.092665
-231.436908,200,5.223754
-314.992766,200,5.336367
-216.328735,200,5.438184
-250.525005,200,5.543577
-256.945086,200,5.647898
-287.148455,200,5.757691
-271.637469,200,5.891746
-256.237283,200,6.015015
-226.086167,200,6.131786
-238.172987,200,6.245518
-250.917126,200,6.354262
-241.366946,200,6.439647
-234.510699,200,6.527163
-217.138707,200,6.620181
-241.305913,200,6.713922
-259.301152,200,6.811455
-240.318371,200,6.914998
-275.934086,200,7.019604
-179.140551,200,7.124113
-273.959456,200,7.210313
-290.875899,200,7.326346
-252.335086,200,7.457772
-217.406438,200,7.585449
-258.233435,200,7.731311
-257.314617,200,7.824494
-242.629243,200,7.929184
-282.214629,200,8.035243
-254.997023,200,8.135107
-238.183229,200,8.220582
-251.788747,200,8.309249
-261.659361,200,8.403531
-270.00621,200,8.502518
-252.556898,200,8.593004
-279.052664,200,8.688863
-251.721212,200,8.787791
-265.785292,200,8.87816
-249.306277,200,8.973008
-232.039673,200,9.07456
-214.976128,200,9.172417
-265.666271,200,9.265579
-229.686952,200,9.360315
-228.846418,200,9.466506
-243.1356,200,9.568114
-222.360054,200,9.668689
-238.64917,200,9.782812
-225.751673,200,9.885081
-202.32545,200,9.986552
-254.960384,200,10.101747
-241.982841,200,10.21996
-289.966433,200,10.331986
-240.799808,200,10.436271
-227.818872,200,10.551951
-228.205512,200,10.698152
-235.89347,200,10.841151
-246.745257,200,10.964058
-238.750079,200,11.093777
-247.424024,200,11.233572
-266.107345,200,11.377949
-235.270745,200,11.516374
-242.05594,200,11.658065
-255.48572,200,11.796492
-240.511772,200,11.929198
-235.265177,200,12.057927
-268.444877,200,12.149132
-250.882362,200,12.230331
-241.743201,200,12.327071
-209.853626,200,12.436277
-261.460192,200,12.531987
-229.74906,200,12.636865
-232.970045,200,12.748151
-247.440098,200,12.851973
-218.332399,200,12.94751
-233.878398,200,13.045013
-245.988252,200,13.148566
-257.773892,200,13.249702
-231.196318,200,13.350891
-246.12342,200,13.456078
-223.954415,200,13.56087
-211.162984,200,13.668264
-227.477072,200,13.779449
-235.017087,200,13.869756
-235.006105,200,13.96394
-207.969185,200,14.058309
-232.557357,200,14.1982
-206.837518,200,14.349504
-233.887326,200,14.49419
-255.290961,200,14.607537
-224.749607,200,14.726218
-244.566994,200,14.862988
-223.463127,200,15.005186
-240.830322,200,15.145073
-206.682673,200,15.282297
-206.744703,200,15.379966
-226.537092,200,15.514829
-290.286495,200,15.654144
-240.658955,200,15.791528
-232.931149,200,15.93911
-207.26709,200,16.064068
-236.546348,200,16.166818
-219.406914,200,16.265476
-229.395768,200,16.366951
-240.416256,200,16.4752
-235.767713,200,16.594763
-261.751024,200,16.742587
-246.816416,200,16.912596
-194.647365,200,17.070402
-224.243957,200,17.227487
-214.782525,200,17.385581
-224.974844,200,17.512666
-199.481719,200,17.618311
-226.933458,200,17.728697
-189.115457,200,17.864984
-228.940995,200,17.975059
-260.673246,200,18.084815
-217.286494,200,18.191436
-230.762214,200,18.310707
-217.226995,200,18.414062
-257.509547,200,18.546384
-236.984065,200,18.655735
-248.081896,200,18.758277
-216.160828,200,18.89781
-201.278501,200,19.043592
-258.938015,200,19.187581
-240.524856,200,19.331178
-234.994485,200,19.477372
-234.847461,200,19.602128
-203.008397,200,19.72393
-240.919549,200,19.872482
-212.644309,200,20.015739
-244.413789,200,20.165535
-211.684528,200,20.320445
-201.055791,200,20.487109
-220.769491,200,20.673212
-204.730679,200,20.839701
-225.496995,200,21.012047
-230.498573,200,21.128086
-230.016476,200,21.231469
-227.721837,200,21.344358
-194.159027,200,21.45433
-224.702064,200,21.564431
-233.58865,200,21.668426
-210.744259,200,21.773706
-171.185741,200,21.925302
-186.638637,200,22.070106
-236.351405,200,22.233634
-229.449986,200,22.383054
-206.322595,200,22.528368
-167.91271,200,22.678172
-192.081776,200,22.808741
-235.46899,200,22.929411
-210.778859,200,23.065493
-190.350564,200,23.22358
-203.933713,200,23.37815
-232.939601,200,23.513175
-183.127974,200,23.637789
-215.83378,200,23.794864
-180.146514,200,23.921074
-194.587209,200,24.038007
-180.539343,200,24.194968
-189.291457,200,24.346591
-221.164878,200,24.48684
-181.6303,200,24.634436
-218.439731,200,24.777459
-210.759741,200,24.92304
-197.323042,200,25.072459
-198.445543,200,25.234156
-219.250938,200,25.379562
-229.848306,200,25.495479
-196.882034,200,25.612676
-182.974692,200,25.731268
-194.039327,200,25.899029
-223.553612,200,26.049695
-192.515088,200,26.168984
-207.701845,200,26.328079
-198.663701,200,26.482502
-223.20651,200,26.632269
-207.390086,200,26.7905
-208.312605,200,26.946836
-187.076051,200,27.11218
-221.305281,200,27.274949
-209.317075,200,27.42539
-199.269558,200,27.581134
-193.98561,200,27.725564
-196.633957,200,27.874064
-192.397652,200,28.037764
-206.625084,200,28.197952
-198.626659,200,28.343729
-187.143377,200,28.501478
-183.261212,200,28.663707
-192.287526,200,28.786461
-173.103553,200,28.898043
-197.811354,200,29.016261
-187.682703,200,29.144111
-197.733323,200,29.268305
-204.383112,200,29.385083
-212.954558,200,29.504103
