#{"t_start": 1781107429.4778082, "env_id": "None"}
r,l,t
-240.123338,200,0.996487
-262.756249,200,1.089405
-247.817023,200,1.17597
-241.399457,200,1.26718
-257.868473,200,1.356184
-258.065396,200,1.434167
-287.049419,200,1.518108
-290.269793,200,1.619642
-239.763723,200,1.740347
-243.832748,200,1.86721
-240.836814,200,2.9195
-259.025205,200,3.002608
-208.132512,200,3.092463
-216.515021,200,3.187019
-287.180763,200,3.280694
-245.68927,200,3.369593
-264.533664,200,3.449769
-221.948589,200,3.537706
-285.541508,200,3.626395
-258.472435,200,3.711154
-225.036365,200,4.46648
-264.504947,200,4.553812
-247.554321,200,4.638578
-253.101554,200,4.729629
-248.463245,200,4.844112
-241.020815,200,4.961075
-253.461719,200,5.075748
-246.258906,200,5.191661
-235.065458,200,5.307419
-221.129662,200,5.423344
-252.688036,200,6.534767
-230.980729,200,6.648985
-250.789428,200,6.763298
-215.562185,200,6.878312
-250.867352,200,6.996224
-214.462699,200,7.111115
-249.804617,200,7.225922
-227.383546,200,7.341233
-210.602292,200,7.456863
-251.379569,200,7.572445
-197.270745,200,8.661297
-228.308874,200,8.777982
-222.192722,200,8.895022
-228.387666,200,9.011377
-223.207304,200,9.127232
-205.534636,200,9.242977
-186.730182,200,9.361964
-206.574738,200,9.480548
-214.772856,200,9.599139
-216.818931,200,9.717936
-205.884751,200,9.838074
-203.513637,200,10.825255
-196.986181,200,10.906309
-207.888423,200,10.98643
-196.337109,200,11.067785
-226.996038,200,11.154919
-167.164936,200,11.246058
-226.596547,200,11.335062
-222.067191,200,11.421059
-209.854068,200,11.51428
-187.447944,200,11.602607
-213.252829,200,12.310426
-217.358574,200,12.399384
-207.330255,200,12.489834
-224.222467,200,12.589036
-204.761466,200,12.706962
-202.191405,200,12.826499
-187.69747,200,12.946275
-216.036459,200,13.03012
-213.138485,200,13.116699
-214.601577,200,13.208636
-233.671113,200,13.926494
-193.840673,200,14.015249
-216.207407,200,14.104164
-209.274164,200,14.189122
-194.275906,200,14.282914
-176.554932,200,14.402911
-203.080184,200,14.51489
-194.120594,200,14.634711
-193.517091,200,14.757949
-187.897463,200,14.873739
-190.478753,200,16.045369
-191.409638,200,16.164124
-205.624458,200,16.280895
-174.363786,200,16.397247
-215.245055,200,16.516321
-206.654434,200,16.635614
-209.12449,200,16.754886
-173.095596,200,16.872733
-211.581013,200,16.990721
-179.365877,200,17.108498
-188.070437,200,17.225935
-207.062649,200,18.351725
-190.166558,200,18.471206
-197.990526,200,18.590523
-193.38165,200,18.710194
-185.046005,200,18.829585
-197.186709,200,18.948751
-192.599347,200,19.062659
-200.535316,200,19.173767
-185.582172,200,19.287367
-201.401726,200,19.404341
-176.325286,200,20.42048
-184.590753,200,20.523149
-174.47162,200,20.644403
-181.605962,200,20.767093
-178.927265,200,20.88455
-187.396857,200,21.002164
-176.475243,200,21.121778
-187.400072,200,21.243851
-210.892362,200,21.364356
-188.56028,200,21.490631
-206.949154,200,22.330457
-176.744237,200,22.418912
-174.785098,200,22.512527
-179.661491,200,22.605264
-163.983762,200,22.697464
-154.13171,200,22.786869
-161.819116,200,22.871078
-170.015455,200,22.954237
-169.221117,200,23.043857
-189.268635,200,23.130636
-176.088873,200,23.905489
-169.167337,200,23.991549
-200.02132,200,24.078769
-158.500894,200,24.179498
-180.366505,200,24.299621
-171.533158,200,24.408718
-197.461946,200,24.49463
-173.511738,200,24.578918
-167.950543,200,24.660812
-172.524359,200,24.753393
-200.658559,200,24.855972
-173.899572,200,25.946367
-194.526074,200,26.040498
-156.662262,200,26.130675
-184.641633,200,26.217316
-168.603916,200,26.308524
-170.436353,200,26.391662
-164.889434,200,26.479428
-178.194546,200,26.571578
-189.790873,200,26.687222
-193.344035,200,26.806344
-150.507764,200,27.624153
-158.708786,200,27.714793
-173.417981,200,27.800695
-154.380681,200,27.888091
-159.15973,200,27.972655
-156.602385,200,28.061209
-135.657415,200,28.143045
-168.929546,200,28.228132
-185.310096,200,28.317626
-157.409218,200,28.416882
-182.336085,200,29.212084
-161.925819,200,29.305391
-175.976269,200,29.403254
-182.931106,200,29.498607
-161.832673,200,29.592625
-184.142536,200,29.707065
-153.321995,200,29.82383
-209.161565,200,29.938859
-169.164798,200,30.054333
-172.734062,200,30.169266
-175.598277,200,30.985452
-152.377183,200,31.072183
-169.130485,200,31.152106
-167.728944,200,31.236298
