variant,model,decision_latency_s_mean,decision_latency_s_std,parse_failure_pct,agreement_greedy_pct,n_episodes,n_calls
P1,llama3.1:8b,0.9000016703542495,0.07513312216209184,0.0,6.2,20,4000
P2,llama3.1:8b,0.777334432552504,0.06566686333500113,0.0,12.65,20,4000
