#{"t_start": 1781160072.463597, "env_id": "None"}
r,l,t
-328.149834,200,0.037418
-313.836541,200,0.094552
-323.669068,200,0.151932
-291.624892,200,0.209894
-328.056518,200,0.2672
-330.268456,200,0.325411
-355.763333,200,0.383532
-309.291584,200,0.441705
-335.814446,200,0.500754
-255.849498,200,0.55947
-309.905137,200,0.617854
-348.482764,200,0.676599
-297.969876,200,0.735658
-361.101837,200,0.795285
-281.088259,200,0.85464
-324.864586,200,0.914454
-308.918096,200,0.973397
-290.185708,200,1.03694
-351.330354,200,1.106084
-286.082118,200,1.16911
-284.203458,200,1.231393
-325.115184,200,1.294174
-299.612971,200,1.356428
-321.552365,200,1.419361
-260.846141,200,1.483505
-248.518927,200,1.547271
-302.334921,200,1.611313
-277.196413,200,1.672236
-267.541422,200,1.732603
-280.114705,200,1.793838
-291.821453,200,1.854553
-248.154562,200,1.914523
-289.930013,200,1.975616
-298.564959,200,2.03732
-314.951426,200,2.097626
-336.909287,200,2.157645
-260.304644,200,2.219195
-288.063931,200,2.279013
-285.322193,200,2.34135
-292.850765,200,2.402745
-299.617077,200,2.464664
-292.995964,200,2.52636
-303.81251,200,2.588042
-247.002575,200,2.650389
-259.936985,200,2.712787
-276.502963,200,2.774873
-283.38452,200,2.83731
-295.730137,200,2.90038
-288.982065,200,2.965667
-237.26845,200,3.030474
-281.259369,200,3.09446
-255.595088,200,3.158445
-237.483264,200,3.222399
-272.996708,200,3.286971
-274.770402,200,3.350074
-266.003405,200,3.414351
-259.3676,200,3.477959
-305.269739,200,3.541823
-292.365914,200,3.605162
-239.970899,200,3.66964
-213.706519,200,3.734981
-267.633997,200,3.798243
-260.471811,200,3.862693
-292.781293,200,3.926242
-236.084313,200,3.992255
-283.115125,200,4.056171
-256.067769,200,4.119575
-287.210722,200,4.183487
-258.246589,200,4.248291
-320.005659,200,4.311992
-248.215951,200,4.379592
-259.044908,200,4.446661
-299.039747,200,4.513956
-311.930387,200,4.580701
-266.953543,200,4.648503
-282.724635,200,4.714483
-219.710336,200,4.782491
-290.049382,200,4.850478
-220.832019,200,4.918115
-296.994597,200,4.986337
-291.102128,200,5.055373
-262.293859,200,5.122406
-243.007141,200,5.190743
-245.547478,200,5.259442
-274.506353,200,5.326827
-255.065295,200,5.394207
-277.601217,200,5.461482
-290.514152,200,5.529886
-290.354198,200,5.598161
-276.317096,200,5.664325
-346.777821,200,5.733656
-225.210182,200,5.802519
-286.672612,200,5.871294
-299.558111,200,5.940827
-250.614625,200,6.008395
-261.418156,200,6.077805
-212.754096,200,6.147843
-213.048972,200,6.216652
-307.462442,200,6.286336
-282.538498,200,6.36774
-323.38128,200,6.443319
-253.776177,200,6.526007
-292.906602,200,6.602903
-279.063474,200,6.681921
-268.004547,200,6.760424
-270.195473,200,6.838201
-271.18802,200,6.91717
-219.101826,200,6.995664
-214.017172,200,7.073509
-215.181142,200,7.152028
-226.075967,200,7.23011
-238.576753,200,7.308951
-273.358011,200,7.38782
-257.321405,200,7.465954
-244.876643,200,7.543995
-241.013245,200,7.623511
-271.684006,200,7.70233
-250.713479,200,7.782697
-196.162182,200,7.860994
-240.668132,200,7.939882
-262.335846,200,8.018481
-257.192947,200,8.097159
-271.750287,200,8.179807
-269.505764,200,8.258681
-236.34632,200,8.339375
-285.478764,200,8.418093
-298.513771,200,8.497438
-222.687053,200,8.576575
-238.379678,200,8.657474
-229.077011,200,8.734886
-214.723587,200,8.81394
-216.563129,200,8.894904
-218.675313,200,8.973983
-202.505927,200,9.05179
-262.824203,200,9.127152
-217.311806,200,9.200292
-211.23231,200,9.272698
-247.270084,200,9.343522
-218.52526,200,9.415655
-241.099279,200,9.488581
-292.62375,200,9.560999
-296.618283,200,9.632956
-198.695087,200,9.705008
-228.781572,200,9.775196
-215.566709,200,9.845744
-204.701973,200,9.916731
-181.513115,200,9.99021
-232.374548,200,10.064136
-218.877668,200,10.137681
-245.080498,200,10.210471
-265.644569,200,10.284136
-219.302347,200,10.356671
-223.710157,200,10.429096
-206.008045,200,10.501939
-234.542122,200,10.574129
-243.690942,200,10.648586
-206.672354,200,10.721873
-239.032822,200,10.794048
-257.124059,200,10.865792
-223.480642,200,10.94062
-225.047956,200,11.014147
-206.018924,200,11.089403
-189.570021,200,11.16366
-212.250349,200,11.238387
-237.23869,200,11.312171
-212.044415,200,11.387508
-198.073603,200,11.462787
-203.335342,200,11.537743
-217.513916,200,11.61342
-213.272342,200,11.688955
-225.282985,200,11.762858
-256.074325,200,11.838285
-196.28616,200,11.914745
-212.785437,200,11.989764
-197.820827,200,12.064075
-212.477665,200,12.138596
-193.693236,200,12.21238
-186.69373,200,12.288074
-214.375457,200,12.364369
-258.655255,200,12.439557
-230.750796,200,12.515495
-209.997943,200,12.590431
-210.868141,200,12.666678
-192.831623,200,12.743503
-227.636979,200,12.817888
-205.309331,200,12.89404
-251.527641,200,12.970182
-215.089213,200,13.046205
-180.240734,200,13.121935
-167.129689,200,13.198587
-222.523163,200,13.275019
-259.484674,200,13.352029
-236.721185,200,13.428406
-202.603219,200,13.504799
-218.199625,200,13.581854
-168.240795,200,13.659322
-184.734434,200,13.737009
-181.375336,200,13.81496
