#{"t_start": 1781198285.8888438, "env_id": "None"}
r,l,t
-234.713161,200,0.041023
-230.119798,200,0.105142
-248.796556,200,0.166831
-232.108106,200,0.227347
-251.452565,200,0.288295
-252.692715,200,0.350441
-245.379842,200,0.413099
-227.182442,200,0.474779
-280.711514,200,0.536933
-213.038808,200,0.59947
-235.739025,200,0.664536
-272.637249,200,0.730294
-237.686508,200,0.795773
-276.149155,200,0.86273
-256.420052,200,0.931595
-253.141455,200,0.997827
-224.847924,200,1.061922
-208.327944,200,1.131139
-246.691972,200,1.194894
-240.395538,200,1.260997
-243.187763,200,1.326073
-242.228929,200,1.39199
-207.028214,200,1.457573
-221.798262,200,1.522813
-228.724783,200,1.586734
-205.572983,200,1.651271
-228.233458,200,1.71579
-234.815336,200,1.779027
-219.613476,200,1.842803
-225.219059,200,1.909685
-230.021293,200,1.975857
-203.057655,200,2.040854
-241.851763,200,2.105997
-247.271372,200,2.17133
-231.591853,200,2.235141
-240.075667,200,2.298686
-213.420963,200,2.363969
-227.206709,200,2.428797
-213.480952,200,2.494751
-238.149076,200,2.560742
-221.654706,200,2.628162
-217.812902,200,2.695557
-229.61452,200,2.764256
-203.343844,200,2.832152
-215.309603,200,2.900439
-219.593706,200,2.967133
-226.04769,200,3.033619
-221.610733,200,3.102137
-216.523018,200,3.169773
-197.742615,200,3.236701
-215.144838,200,3.301638
-215.583229,200,3.366105
-192.089155,200,3.432232
-221.811439,200,3.516526
-243.074194,200,3.590848
-235.741583,200,3.660015
-206.328069,200,3.729656
-234.222656,200,3.79972
-265.660213,200,3.867924
-224.682834,200,3.943068
-180.84481,200,4.017045
-228.18091,200,4.09895
-238.336763,200,4.180454
-211.199507,200,4.252819
-185.388916,200,4.321359
-211.244237,200,4.3892
-210.325886,200,4.455754
-234.980119,200,4.523783
-217.91102,200,4.591867
-235.56359,200,4.660672
-218.267185,200,4.73282
-205.7486,200,4.804379
-241.792731,200,4.876756
-229.101404,200,4.948434
-236.872058,200,5.02045
-221.138981,200,5.091622
-184.49684,200,5.165172
-217.236458,200,5.237344
-197.622146,200,5.309495
-252.900955,200,5.383099
-204.946045,200,5.456924
-217.033734,200,5.529767
-209.324402,200,5.606128
-215.169789,200,5.680765
-242.573518,200,5.753947
-200.349015,200,5.824166
-237.097395,200,5.895094
-247.567135,200,5.968836
-208.396339,200,6.039507
-203.777489,200,6.110051
-250.20341,200,6.179803
-195.025792,200,6.257369
-236.33916,200,6.331484
-235.333011,200,6.404566
-205.243635,200,6.47573
-203.076515,200,6.548619
-178.253961,200,6.622669
-175.787118,200,6.694141
-250.156578,200,6.764188
-249.065382,200,6.834921
-232.632246,200,6.909866
-199.262257,200,6.98939
-242.19836,200,7.066685
-211.356466,200,7.147106
-211.917859,200,7.224765
-194.834182,200,7.301813
-226.497203,200,7.376715
-196.040304,200,7.455323
-176.845556,200,7.537195
-189.56036,200,7.613022
-196.817849,200,7.688744
-193.736921,200,7.765181
-232.827671,200,7.839678
-223.351619,200,7.915167
-183.761992,200,7.99085
-196.661032,200,8.069719
-221.986833,200,8.150823
-213.42577,200,8.229157
-176.777511,200,8.304986
-209.867244,200,8.381008
-216.511613,200,8.456762
-212.267015,200,8.532691
-215.875181,200,8.610533
-218.422335,200,8.688173
-201.173369,200,8.767013
-231.074341,200,8.844722
-237.152659,200,8.9279
-187.235432,200,9.006125
-190.087991,200,9.084579
-193.506094,200,9.160635
-194.383463,200,9.237164
-184.116012,200,9.313893
-198.061341,200,9.392082
-175.973477,200,9.469108
-202.64101,200,9.545931
-183.398855,200,9.624194
-189.603005,200,9.700462
-196.172319,200,9.778272
-203.956339,200,9.855413
-191.85759,200,9.934861
-246.861421,200,10.011888
-202.543272,200,10.090696
-165.162368,200,10.169107
-180.399887,200,10.246612
-177.961892,200,10.325437
-173.330279,200,10.404503
-179.903875,200,10.483104
-199.895733,200,10.561027
-186.202666,200,10.638886
-211.432929,200,10.715778
-216.001175,200,10.792274
-190.77547,200,10.87222
-186.865443,200,10.953822
-174.127934,200,11.034152
-197.392553,200,11.113409
-213.031436,200,11.193015
-198.769625,200,11.271213
-199.467409,200,11.348948
-198.6139,200,11.427103
-190.327174,200,11.510101
-181.474791,200,11.590983
-174.210172,200,11.67348
-177.083672,200,11.757429
-197.371815,200,11.838993
-189.41771,200,11.92171
-183.117174,200,12.011315
-164.073647,200,12.096899
-189.18908,200,12.17858
-180.510524,200,12.262503
-195.512861,200,12.345434
-177.774151,200,12.429605
-226.436215,200,12.517322
-169.382494,200,12.602885
-196.197437,200,12.685252
-154.463762,200,12.78088
-187.464795,200,12.868778
-174.628858,200,12.961438
-154.993425,200,13.047368
-191.109951,200,13.140448
-211.760801,200,13.237374
-201.003615,200,13.342623
-184.005287,200,13.432868
-178.44172,200,13.516557
-180.201604,200,13.625398
-203.611723,200,13.74575
-191.415486,200,13.85015
-212.264995,200,13.95479
-184.672281,200,14.107854
-171.295532,200,14.223904
-161.116311,200,14.324183
-197.510059,200,14.426279
-228.278448,200,14.534755
-204.959756,200,14.63468
-189.479969,200,14.73529
-200.311894,200,14.834157
-162.506363,200,14.936956
-173.114897,200,15.040021
-156.781213,200,15.142632
-198.223726,200,15.244306
-170.538233,200,15.345288
-201.095524,200,15.448289
-179.586926,200,15.551257
-157.823693,200,15.650524
-162.737257,200,15.750406
-180.58233,200,15.850238
-186.390531,200,15.955148
-162.041147,200,16.054841
-205.429498,200,16.152205
-177.371204,200,16.250427
-168.805077,200,16.350094
-170.636736,200,16.449543
-173.010635,200,16.552269
-174.251857,200,16.65063
-175.944907,200,16.747777
-161.492612,200,16.843066
-176.988767,200,16.940309
-173.056054,200,17.040345
-199.570313,200,17.130742
-188.948142,200,17.209871
-195.072461,200,17.302362
-166.738585,200,17.386892
-196.19257,200,17.470012
-175.358597,200,17.550048
-172.560525,200,17.629562
-180.539593,200,17.710733
-192.055478,200,17.790551
-175.189291,200,17.871817
-177.626731,200,17.955759
-173.757419,200,18.064174
-197.92904,200,18.167716
-160.003932,200,18.317177
-170.928222,200,18.447826
-177.059639,200,18.548159
-148.908374,200,18.650877
-164.60202,200,18.73636
-151.640372,200,18.822308
-160.361115,200,18.920701
-191.477854,200,19.026836
-181.554266,200,19.13254
-148.504852,200,19.239212
-154.147337,200,19.322509
-168.833817,200,19.40344
-166.534088,200,19.487625
-192.578947,200,19.590676
-166.187649,200,19.694035
-193.689341,200,19.779426
-156.636453,200,19.862087
-154.21137,200,19.945278
-149.560461,200,20.044689
-166.385413,200,20.150496
-155.773742,200,20.250751
-173.797508,200,20.349494
-159.254847,200,20.4434
-175.138726,200,20.546872
-172.290575,200,20.631708
-155.019801,200,20.717265
-151.570599,200,20.809602
-144.892418,200,20.936388
-166.513517,200,21.039499
-157.69881,200,21.140032
-154.537356,200,21.246668
-161.125798,200,21.348672
-173.517616,200,21.456444
-166.96961,200,21.56753
-156.913087,200,21.677462
-147.137861,200,21.787112
-169.362342,200,21.881686
-173.146094,200,21.972424
-138.35412,200,22.070417
-177.020115,200,22.179924
-183.085086,200,22.287761
-154.246745,200,22.398143
-144.161307,200,22.505662
-162.742037,200,22.613485
-166.128187,200,22.723766
-174.514353,200,22.828067
-157.442136,200,22.936396
-142.218759,200,23.043133
-151.982828,200,23.146487
-155.641036,200,23.245932
-154.462834,200,23.344854
-185.209882,200,23.429336
-145.958267,200,23.523565
-161.99283,200,23.61141
-144.654242,200,23.706415
-167.974639,200,23.802032
-163.529717,200,23.924748
