#{"t_start": 1781198542.6642148, "env_id": "None"}
r,l,t
-233.844315,200,0.040529
-294.640272,200,0.101978
-228.611744,200,0.163315
-211.22467,200,0.224543
-237.122538,200,0.286017
-230.428419,200,0.351477
-284.339102,200,0.415221
-214.599895,200,0.476859
-228.535369,200,0.539217
-237.159058,200,0.601339
-265.328428,200,0.664992
-188.193964,200,0.728674
-241.338989,200,0.791216
-207.068368,200,0.854553
-205.86543,200,0.91872
-210.059882,200,0.981843
-211.194782,200,1.044827
-256.715403,200,1.107943
-239.671798,200,1.171013
-207.949639,200,1.235036
-217.210707,200,1.300047
-217.011224,200,1.363773
-249.593114,200,1.427657
-210.06659,200,1.491246
-208.331319,200,1.556031
-244.739745,200,1.620097
-214.541085,200,1.685088
-220.579547,200,1.749466
-224.229736,200,1.813543
-217.181839,200,1.877109
-227.904642,200,1.941297
-226.620647,200,2.005339
-213.146471,200,2.070982
-226.867352,200,2.137067
-237.023597,200,2.203238
-204.095725,200,2.269346
-226.043586,200,2.33527
-248.336912,200,2.40269
-232.495788,200,2.469171
-221.058751,200,2.534518
-232.519527,200,2.598816
-191.814424,200,2.666211
-243.647897,200,2.735237
-224.746254,200,2.799458
-198.623619,200,2.865535
-207.588537,200,2.931732
-217.003553,200,2.99905
-217.970619,200,3.066188
-230.824528,200,3.132048
-229.399998,200,3.199117
-212.112006,200,3.267253
-225.891601,200,3.334026
-214.318233,200,3.400539
-207.330213,200,3.465556
-238.517591,200,3.531131
-222.837021,200,3.596725
-196.710214,200,3.663069
-259.127775,200,3.729764
-272.138743,200,3.795472
-252.345325,200,3.860823
-241.078039,200,3.927063
-212.654735,200,3.993637
-198.570189,200,4.059627
-203.580009,200,4.127542
-187.446441,200,4.197228
-245.17429,200,4.270509
-200.647392,200,4.340986
-244.841619,200,4.411111
-223.055936,200,4.481053
-234.065,200,4.548428
-237.691599,200,4.617628
-221.444763,200,4.687177
-216.088921,200,4.755081
-200.42461,200,4.823467
-204.58312,200,4.890301
-218.131058,200,4.95935
-205.293744,200,5.028578
-222.989523,200,5.097354
-218.195072,200,5.165416
-250.325324,200,5.233268
-228.380285,200,5.300959
-202.202858,200,5.371265
-190.216854,200,5.446793
-206.932455,200,5.521889
-230.608938,200,5.591224
-212.124378,200,5.659876
-205.013702,200,5.72838
-220.456127,200,5.797602
-235.33609,200,5.865831
-195.302564,200,5.934761
-202.1282,200,6.005009
-233.688613,200,6.074455
-220.563756,200,6.14378
-215.901911,200,6.214499
-211.5331,200,6.281532
-218.066556,200,6.350942
-202.348984,200,6.419144
-190.237726,200,6.489798
-204.856699,200,6.558865
-207.581181,200,6.627837
-216.505933,200,6.697673
-178.80704,200,6.783813
-172.330185,200,6.8703
-189.560946,200,6.972291
-211.604175,200,7.044989
-216.083904,200,7.119552
-217.951336,200,7.19147
-200.60937,200,7.262541
-208.067634,200,7.334686
-199.377706,200,7.408859
-207.138591,200,7.480799
-194.956524,200,7.553993
-173.887499,200,7.625477
-218.944801,200,7.698947
-161.058504,200,7.771242
-220.545153,200,7.845626
-200.587929,200,7.935712
-213.126375,200,8.007846
-213.79492,200,8.082136
-182.497726,200,8.156759
-229.000769,200,8.2282
-195.558807,200,8.298986
-200.603048,200,8.370315
-205.809475,200,8.446731
-221.956529,200,8.521531
-236.883875,200,8.596801
-193.201017,200,8.703105
-204.887152,200,8.781805
-189.144939,200,8.866066
-175.72077,200,8.946542
-194.568638,200,9.022233
-242.34124,200,9.097494
-214.352962,200,9.172815
-194.804667,200,9.248266
-210.326656,200,9.320963
-208.255826,200,9.394122
-173.450761,200,9.468364
-177.753096,200,9.540395
-205.937404,200,9.612833
-184.823154,200,9.684403
-223.515821,200,9.813863
-213.434106,200,9.893588
-175.232444,200,9.972899
-208.006244,200,10.048354
-223.14691,200,10.12561
-166.725137,200,10.20114
-201.361136,200,10.27815
-199.843353,200,10.352243
-178.560549,200,10.426258
-174.856471,200,10.504955
-174.610223,200,10.581525
-199.989462,200,10.659064
-185.208225,200,10.737623
-186.904098,200,10.816289
-251.07788,200,10.893091
-210.578381,200,10.971354
-204.805303,200,11.046441
-186.749552,200,11.123054
-187.887566,200,11.19686
-197.74031,200,11.27714
-198.436451,200,11.354788
-220.980462,200,11.429797
-192.572441,200,11.507038
-190.751748,200,11.584335
-164.163814,200,11.661638
-181.336938,200,11.739259
-179.731081,200,11.815151
-192.436144,200,11.892495
-197.521751,200,11.969798
-215.912792,200,12.046359
-189.874322,200,12.127954
-220.309756,200,12.209323
-214.739144,200,12.284114
-172.07102,200,12.391762
-193.02635,200,12.470907
-211.327794,200,12.547216
-176.268976,200,12.622931
-192.144077,200,12.699002
-194.896923,200,12.777047
-183.018873,200,12.852962
-175.056059,200,12.936516
-179.592677,200,13.019784
-178.79396,200,13.104094
-187.695922,200,13.191424
-167.075626,200,13.283831
-188.255549,200,13.362467
-167.739221,200,13.443545
-168.694587,200,13.520406
-162.298045,200,13.597476
-158.775359,200,13.674258
-224.612225,200,13.751024
-171.26897,200,13.826588
-163.876467,200,13.909141
-169.541848,200,13.99465
-169.391418,200,14.078758
-148.267976,200,14.15835
-177.525368,200,14.237379
-159.138651,200,14.318627
-188.778661,200,14.398857
-190.668544,200,14.479844
-164.031279,200,14.562106
-177.675482,200,14.643889
-170.337004,200,14.724235
-181.093643,200,14.80424
-161.37164,200,14.88307
-185.185109,200,14.966054
-176.699924,200,15.05068
-169.064195,200,15.128998
-176.199008,200,15.210221
-169.249078,200,15.293041
-151.095259,200,15.376786
-167.34231,200,15.460375
-164.015481,200,15.54353
-191.599407,200,15.622781
-177.838019,200,15.702234
-157.815956,200,15.785089
-178.982742,200,15.872783
-168.790053,200,15.951775
-154.041132,200,16.032197
-158.857272,200,16.112865
-154.785105,200,16.193507
-166.00828,200,16.272286
-163.484052,200,16.349957
-148.082857,200,16.434809
-162.277965,200,16.521015
-164.319733,200,16.603916
-184.057023,200,16.687434
-154.176078,200,16.771266
-157.258486,200,16.854985
-161.597757,200,16.937526
-184.961723,200,17.020955
-158.093355,200,17.104902
-152.53809,200,17.188226
-173.597745,200,17.272852
-140.165929,200,17.357
-162.446464,200,17.439082
-189.724673,200,17.522331
-187.214957,200,17.606472
-179.111849,200,17.687395
-168.526695,200,17.766628
-149.971778,200,17.846885
-168.945163,200,17.926755
-173.814619,200,18.005596
-176.133038,200,18.085027
-177.600584,200,18.164094
-161.081677,200,18.254805
-157.40988,200,18.342062
-160.955219,200,18.429375
-157.490925,200,18.509315
-165.388516,200,18.590118
-177.229535,200,18.670035
-156.17777,200,18.751093
-153.743274,200,18.830692
-158.122761,200,18.910538
-173.857458,200,18.991541
-154.654445,200,19.072602
-163.677561,200,19.154118
-155.641476,200,19.236388
-152.443686,200,19.318115
-145.64596,200,19.398277
-161.119381,200,19.478559
-156.244576,200,19.560074
-151.572312,200,19.641822
-165.462372,200,19.722929
-182.274648,200,19.805511
-157.006874,200,19.888913
-161.317842,200,19.97151
-153.171977,200,20.054021
-160.837596,200,20.137512
-173.711682,200,20.22103
-185.81738,200,20.303411
-144.719969,200,20.391008
-182.00885,200,20.479622
-176.032125,200,20.570973
-161.251182,200,20.656132
-174.475986,200,20.740428
-153.735166,200,20.823392
-161.919073,200,20.907029
-162.448793,200,20.991524
-159.861054,200,21.076095
-156.803146,200,21.159278
-144.518371,200,21.24414
-153.860146,200,21.32753
-145.668869,200,21.409399
-148.325596,200,21.493126
-160.558654,200,21.575761
-157.882746,200,21.659763
-164.215618,200,21.744994
-157.227317,200,21.835553
-154.621526,200,21.923996
-150.774822,200,22.009809
-162.450774,200,22.098867
-154.357908,200,22.188111
-146.425908,200,22.281696
-164.854617,200,22.378778
-166.723917,200,22.467494
-162.587603,200,22.55429
-156.440976,200,22.641401
-146.348182,200,22.727508
-135.273068,200,22.813563
-158.120612,200,22.900705
-149.559715,200,22.987127
-159.242696,200,23.072484
-146.363479,200,23.159212
-148.54779,200,23.246371
-153.92083,200,23.332873
-149.677203,200,23.419561
-148.477099,200,23.506324
-139.8171,200,23.59584
-148.137587,200,23.679194
-147.3227,200,23.763743
-146.780621,200,23.848657
-155.304365,200,23.935463
-154.955012,200,24.028011
-136.410012,200,24.123683
-145.559762,200,24.211556
-166.072274,200,24.296782
-158.381262,200,24.381201
-151.454715,200,24.466686
-145.840942,200,24.549652
-150.990767,200,24.633008
-170.903326,200,24.71674
-141.281374,200,24.80013
-146.212087,200,24.883818
-165.616469,200,24.967474
-145.435842,200,25.052082
-159.527922,200,25.138009
-154.080816,200,25.224607
-151.5949,200,25.318962
-154.001628,200,25.408007
-152.997161,200,25.497601
-149.952022,200,25.586965
-146.008859,200,25.673359
-156.634053,200,25.759352
-163.001663,200,25.843296
-135.62248,200,25.930012
-152.642648,200,26.01481
-147.190717,200,26.099117
-143.797841,200,26.185122
-135.214459,200,26.275302
-124.193869,200,26.362412
-157.596385,200,26.449152
-131.031927,200,26.535318
-147.331468,200,26.621005
-131.66352,200,26.706115
-165.174294,200,26.790475
-150.726036,200,26.881371
-176.505785,200,26.968248
-154.388407,200,27.057979
-170.718888,200,27.148029
-136.436998,200,27.236558
