#{"t_start": 1781207441.1369789, "env_id": "None"}
r,l,t
-243.09138,200,0.775562
-235.426307,200,0.838853
-264.939088,200,0.902605
-245.541139,200,0.97282
-259.75959,200,1.044109
-237.462436,200,1.109899
-283.267013,200,1.187508
-245.662051,200,1.266889
-278.568911,200,1.334779
-256.404327,200,1.398764
-205.749213,200,1.460538
-269.984806,200,1.522364
-269.990887,200,1.585067
-249.127359,200,1.653853
-229.36796,200,1.728385
-246.156709,200,1.809051
-280.855459,200,1.872404
-231.702237,200,1.936306
-250.479018,200,2.001575
-289.901765,200,2.067007
-262.837731,200,2.131024
-243.992815,200,2.195859
-244.82989,200,2.258068
-249.368792,200,2.319887
-222.480165,200,2.383155
-250.363129,200,2.446148
-244.489156,200,2.511172
-213.271902,200,2.585145
-243.538172,200,2.655225
-215.149128,200,2.7318
-239.691726,200,2.809406
-297.855579,200,2.884862
-213.116358,200,2.952981
-311.140749,200,3.02173
-262.418518,200,3.099113
-211.270665,200,3.175277
-238.424392,200,3.25062
-253.695133,200,3.327816
-246.83485,200,3.410952
-245.647987,200,3.493553
-221.46291,200,3.584908
-256.958646,200,3.662782
-221.303585,200,3.73752
-261.249735,200,3.809575
-240.123207,200,3.878628
-217.834633,200,3.946233
-258.596707,200,4.015477
-255.062619,200,4.0902
-247.189682,200,4.158724
-253.285765,200,4.232937
-230.513352,200,4.312603
-239.317913,200,4.381341
-210.968066,200,4.450134
-255.887982,200,4.524983
-254.139803,200,4.603751
-227.14985,200,4.686986
-221.117044,200,4.764031
-242.005912,200,4.842658
-227.112005,200,4.91751
-216.757186,200,4.993109
-251.357558,200,5.069245
-258.918074,200,5.146048
-230.552857,200,5.221901
-240.971185,200,5.302847
-230.520461,200,5.377029
-228.960083,200,5.453166
-237.189533,200,5.534548
-236.118857,200,5.616763
-219.749522,200,5.695054
-218.253424,200,5.774039
-225.154116,200,5.852119
-227.848739,200,5.928179
-234.366731,200,6.006695
-260.215373,200,6.081982
-224.999314,200,6.157864
-182.360865,200,6.246178
-189.348272,200,6.334028
-237.10152,200,6.419657
-236.986793,200,6.498789
-261.955036,200,6.579303
-236.309496,200,6.657861
-230.472911,200,6.734612
-247.346774,200,6.808769
-224.027636,200,6.87852
-223.908887,200,6.94651
-215.424274,200,7.015959
-256.300051,200,7.085521
-228.132203,200,7.155532
-237.047439,200,7.225919
-232.313038,200,7.29633
-207.579239,200,7.365681
-228.013875,200,7.440471
-237.385518,200,7.527463
-220.147101,200,7.600095
-206.873835,200,7.67644
-227.643627,200,7.750705
-211.3852,200,7.825824
-204.478424,200,7.90458
-222.632054,200,7.980906
-227.723149,200,8.059716
-218.01687,200,8.138359
-234.136928,200,8.213481
-221.448398,200,8.288961
-237.081455,200,8.366396
-217.471339,200,8.443563
-230.933152,200,8.519847
-218.560519,200,8.598369
-227.794436,200,8.681372
-230.16028,200,8.754928
-232.5539,200,8.835654
-216.189916,200,8.926659
-218.249254,200,9.017162
-215.904296,200,9.108662
-199.492923,200,9.197788
-220.257327,200,9.288528
-221.208025,200,9.37561
-194.606255,200,9.468697
-214.509264,200,9.559032
-183.094212,200,9.64141
-194.469778,200,9.718042
-204.086555,200,9.792035
-244.643082,200,9.86666
-187.266838,200,9.943055
-183.420116,200,10.060867
-191.00216,200,10.174285
-212.464365,200,10.277742
-190.287195,200,10.366413
-217.07038,200,10.450029
-205.780418,200,10.528277
-249.306388,200,10.605383
-205.189569,200,10.680551
-237.548072,200,10.755408
-198.834809,200,10.832781
-217.44557,200,10.913748
-211.083708,200,10.993641
-205.263356,200,11.070669
-217.015701,200,11.145882
-224.713969,200,11.224292
-206.504979,200,11.306092
-233.215138,200,11.382107
-219.510235,200,11.461347
-214.80501,200,11.540913
-227.040119,200,11.621767
-212.010983,200,11.699908
-208.028974,200,11.783494
-205.521289,200,11.861664
-204.669085,200,11.938629
-170.723691,200,12.015523
