#{"t_start": 1781207947.8825374, "env_id": "None"}
r,l,t
-258.772405,200,0.038573
-218.092835,200,0.100909
-248.908733,200,0.163101
-235.632147,200,0.225112
-269.452144,200,0.287555
-243.239832,200,0.350087
-269.382581,200,0.412403
-216.605622,200,0.475674
-247.382999,200,0.538947
-214.304567,200,0.601154
-239.870888,200,0.664407
-247.775107,200,0.727769
-236.850832,200,0.790716
-294.035565,200,0.853532
-314.505315,200,0.916992
-259.947815,200,0.984307
-238.186316,200,1.047988
-278.01121,200,1.111605
-237.48104,200,1.175865
-252.140812,200,1.240443
-250.630289,200,1.306238
-249.586504,200,1.372055
-268.303039,200,1.437079
-230.80477,200,1.501483
-223.463533,200,1.566786
-208.921937,200,1.633089
-234.058808,200,1.70002
-273.94911,200,1.764631
-250.003022,200,1.830304
-234.187451,200,1.895539
-229.274059,200,1.96121
-262.820107,200,2.027598
-250.237871,200,2.093768
-243.570605,200,2.156274
-222.899701,200,2.217952
-240.776888,200,2.279903
-236.823956,200,2.342088
-234.796615,200,2.407902
-259.784503,200,2.473688
-225.092179,200,2.539152
-231.057589,200,2.60479
-237.080815,200,2.671223
-235.160558,200,2.737794
-220.631753,200,2.803573
-221.10482,200,2.869827
-228.176856,200,2.938121
-228.497387,200,3.005049
-207.508136,200,3.072469
-232.860613,200,3.139352
-272.585943,200,3.205669
-230.698185,200,3.273181
-250.97882,200,3.339891
-238.268723,200,3.405908
-250.249757,200,3.470253
-205.637966,200,3.538125
-197.803337,200,3.60681
-206.884657,200,3.674085
-236.644753,200,3.742207
-259.10294,200,3.808369
-228.346394,200,3.875711
-232.62842,200,3.94428
-218.514229,200,4.01219
-222.075796,200,4.081647
-205.716321,200,4.150555
-253.293832,200,4.218035
-228.744539,200,4.285964
-264.666728,200,4.353058
-254.166731,200,4.420489
-249.368507,200,4.489019
-243.212876,200,4.555573
-242.573505,200,4.624321
-234.049444,200,4.693145
-203.78419,200,4.761227
-228.09459,200,4.830257
-235.993859,200,4.899281
-246.727907,200,4.968736
-201.590962,200,5.039028
-183.538408,200,5.108264
-233.369579,200,5.176444
-218.995474,200,5.244501
-275.424671,200,5.315322
-208.468343,200,5.38459
-219.176528,200,5.453155
-221.451708,200,5.52126
-232.010961,200,5.590497
-235.532796,200,5.661218
-211.269729,200,5.732001
-204.128836,200,5.802872
-259.135363,200,5.873384
-228.393892,200,5.94341
-194.102603,200,6.013559
-246.686361,200,6.083727
-230.663014,200,6.155138
-214.729747,200,6.225197
-205.163624,200,6.295755
-208.279933,200,6.366516
-246.632786,200,6.437919
-231.703632,200,6.508061
-256.132722,200,6.579462
-190.500919,200,6.650079
-214.98673,200,6.72074
-247.923988,200,6.791794
-235.341369,200,6.861865
-206.884223,200,6.932291
-215.927485,200,7.003002
-215.256815,200,7.076419
-212.947048,200,7.146255
-219.116268,200,7.218258
-193.632051,200,7.290483
-219.748996,200,7.362129
-227.066005,200,7.434174
-225.654364,200,7.505592
-193.573249,200,7.576982
-222.665512,200,7.649338
-210.257881,200,7.721254
-234.808614,200,7.791517
-220.92687,200,7.861972
-203.141843,200,7.936398
-208.265893,200,8.00982
-195.659345,200,8.081766
-250.207133,200,8.15365
-206.304102,200,8.226193
-215.653506,200,8.298456
-233.625709,200,8.370116
-209.560701,200,8.442941
-232.487883,200,8.5162
-198.993249,200,8.588771
-201.333638,200,8.662913
-200.798013,200,8.737208
-202.160513,200,8.810778
-230.047284,200,8.884059
-222.828607,200,8.958018
-212.151555,200,9.032649
-223.471359,200,9.106054
-216.695474,200,9.17917
-212.086648,200,9.252042
-198.424684,200,9.324324
-229.270095,200,9.398227
-213.063012,200,9.471592
-202.320612,200,9.545816
-204.539956,200,9.621949
-231.843827,200,9.696628
-183.965025,200,9.772964
-184.231706,200,9.849079
-230.56134,200,9.923387
-204.790155,200,9.999231
-214.321707,200,10.073779
-215.835222,200,10.148537
-212.385934,200,10.222836
-179.80308,200,10.299254
-216.967128,200,10.375131
-193.017682,200,10.450721
-186.518948,200,10.527331
-189.80298,200,10.602902
-222.811646,200,10.67846
-192.643443,200,10.754885
-193.70883,200,10.830119
-186.582475,200,10.905943
-207.968275,200,10.980898
-195.13779,200,11.057773
-195.469669,200,11.134073
-209.147963,200,11.209381
-211.52429,200,11.286006
-215.09307,200,11.361937
-213.979533,200,11.437907
-183.5746,200,11.512746
-204.083747,200,11.58773
-218.673489,200,11.663612
-204.821069,200,11.739985
-232.121197,200,11.815126
-184.396518,200,11.891213
-188.147308,200,11.968036
-254.618836,200,12.044563
-221.420988,200,12.121972
-193.695819,200,12.199061
-169.962518,200,12.276484
-212.107621,200,12.3532
-185.025041,200,12.429116
-192.553519,200,12.505383
-215.676306,200,12.583404
-185.012222,200,12.661386
-184.801462,200,12.737811
-177.233903,200,12.815433
