#{"t_start": 1781207695.5030444, "env_id": "None"}
r,l,t
-261.040371,200,0.039068
-212.900626,200,0.098983
-266.647467,200,0.171057
-234.616864,200,0.241544
-272.960175,200,0.315854
-203.413979,200,0.388927
-285.769172,200,0.461147
-241.875834,200,0.533697
-260.199114,200,0.605718
-256.053537,200,0.678168
-256.386984,200,0.750304
-243.686274,200,0.823608
-232.852522,200,0.898541
-247.975488,200,0.972159
-266.221463,200,1.045419
-246.155168,200,1.119005
-236.025087,200,1.192634
-244.096692,200,1.266937
-231.00867,200,1.338851
-232.927965,200,1.408239
-275.762971,200,1.481817
-236.511605,200,1.555817
-242.161542,200,1.627293
-249.773088,200,1.697955
-266.837508,200,1.766793
-228.624473,200,1.832623
-280.054332,200,1.897524
-241.466439,200,1.963708
-202.966947,200,2.039143
-229.309574,200,2.115927
-294.48857,200,2.193691
-269.193063,200,2.269953
-241.08859,200,2.34706
-234.296926,200,2.422065
-227.287166,200,2.499883
-250.592357,200,2.574848
-218.119922,200,2.652239
-258.1474,200,2.727329
-286.267593,200,2.803226
-269.860698,200,2.878178
-297.719444,200,2.956054
-250.879899,200,3.032594
-235.016201,200,3.110961
-240.753443,200,3.186853
-215.753811,200,3.263649
-214.10398,200,3.341275
-250.706347,200,3.415974
-219.847289,200,3.491645
-213.56971,200,3.562819
-250.845709,200,3.631192
-244.12555,200,3.697494
-222.263785,200,3.762065
-232.252662,200,3.825766
-190.314172,200,3.889454
-192.85957,200,3.953369
-262.530293,200,4.019383
-228.301126,200,4.087822
-222.496955,200,4.156004
-242.547204,200,4.225955
-241.612041,200,4.290821
-219.031645,200,4.354697
-238.264771,200,4.420518
-196.496325,200,4.484996
-219.678596,200,4.5504
-238.21123,200,4.616225
-249.304058,200,4.683154
-260.764064,200,4.747922
-203.993893,200,4.813601
-204.328897,200,4.882234
-226.489752,200,4.949301
-208.928306,200,5.014917
-266.177762,200,5.081035
-193.710946,200,5.15098
-221.025071,200,5.221305
-229.784708,200,5.288177
-199.109934,200,5.358083
-232.445522,200,5.427431
-244.030992,200,5.497659
-194.306639,200,5.566334
-221.149092,200,5.635585
-243.468076,200,5.704012
-216.398514,200,5.773534
-243.619447,200,5.842667
-240.830112,200,5.911141
-223.923775,200,5.977293
-268.417969,200,6.043815
-223.130049,200,6.110445
-228.805183,200,6.1773
-209.039389,200,6.246341
-244.391676,200,6.31584
-229.936071,200,6.386248
-227.34552,200,6.456982
-189.349711,200,6.528096
-255.475595,200,6.598725
-193.517739,200,6.668578
-250.838132,200,6.739774
-212.802133,200,6.809391
-226.155728,200,6.880619
-214.645352,200,6.951926
-213.964104,200,7.021135
-200.769165,200,7.092872
-241.107168,200,7.163796
-199.267394,200,7.235779
-209.636307,200,7.307282
-224.504018,200,7.378711
-213.43104,200,7.45067
-228.770554,200,7.521684
-216.945529,200,7.59226
-231.656667,200,7.665147
-217.161639,200,7.737119
-220.623211,200,7.808457
-254.455041,200,7.878889
-240.812831,200,7.950323
-209.631609,200,8.022081
-233.2381,200,8.094209
-202.803435,200,8.165315
-210.995891,200,8.238428
-215.212973,200,8.312053
-176.159822,200,8.384053
-245.060447,200,8.455894
-206.355095,200,8.528554
-190.02446,200,8.600703
-196.67181,200,8.674174
-241.887371,200,8.746206
-181.005135,200,8.818153
-254.906187,200,8.889886
-236.10677,200,8.961922
-224.928417,200,9.033877
-217.038317,200,9.106511
-194.723069,200,9.178732
-219.569232,200,9.252079
-215.200222,200,9.325192
-214.313539,200,9.398568
-197.768383,200,9.476556
-208.112394,200,9.553563
-231.711364,200,9.626053
-219.657659,200,9.702837
-189.394909,200,9.777992
-221.37578,200,9.851885
-216.14278,200,9.924898
-234.035174,200,9.998972
-200.390539,200,10.073764
-204.923634,200,10.149792
-202.839216,200,10.229467
-196.269228,200,10.304138
-197.725645,200,10.379481
-203.792252,200,10.455308
-217.495236,200,10.529714
-184.922966,200,10.605732
-178.932167,200,10.684439
-209.156123,200,10.761134
-223.428067,200,10.835814
-186.072497,200,10.909555
-215.663171,200,10.985003
-200.831332,200,11.061363
-212.114539,200,11.137665
-234.202687,200,11.219365
-210.103056,200,11.298745
-203.687221,200,11.379912
-181.981725,200,11.457596
-218.052904,200,11.533649
-211.972054,200,11.609229
-195.758738,200,11.686282
-223.232646,200,11.762368
-221.574181,200,11.838292
-207.306214,200,11.914588
-207.378239,200,11.990027
-211.698775,200,12.067085
-184.209369,200,12.142096
-192.122273,200,12.220257
-190.130488,200,12.298783
-190.867363,200,12.374866
-204.602455,200,12.452171
-202.169067,200,12.527947
-203.30151,200,12.603442
-187.734507,200,12.680681
-175.707815,200,12.758183
-188.530425,200,12.834562
-197.628914,200,12.910034
-196.871693,200,12.985855
-203.259794,200,13.062667
-186.986617,200,13.139644
-203.411183,200,13.216822
-185.55182,200,13.295735
-171.641736,200,13.373003
-216.696343,200,13.45013
-207.791546,200,13.527149
-189.889991,200,13.604417
-179.195379,200,13.682
-194.167101,200,13.758949
-212.548099,200,13.835544
-204.81426,200,13.913239
-190.68159,200,13.991332
-211.952692,200,14.069649
-203.617244,200,14.14757
-186.421137,200,14.226411
-185.057971,200,14.304103
-185.177478,200,14.382516
-201.397203,200,14.460666
-214.65878,200,14.539413
-208.776778,200,14.616508
-205.451151,200,14.694724
-208.50745,200,14.77424
-169.620931,200,14.85378
-203.983637,200,14.932194
-181.993196,200,15.009773
-194.778908,200,15.088428
-193.719739,200,15.170239
-199.220366,200,15.248781
-176.964319,200,15.327467
-179.733407,200,15.40784
-201.300386,200,15.486517
-198.998156,200,15.565203
-193.113599,200,15.643281
-221.861042,200,15.722786
-183.910628,200,15.803246
-184.27004,200,15.883871
-193.683271,200,15.96427
